#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDC25A	SMAD4	9606.ENSP00000303706	9606.ENSP00000341551	0	0	0	0	0	0.070	0.900	0.266	0.925
CDC25A	SMAD3	9606.ENSP00000303706	9606.ENSP00000332973	0	0	0	0	0.062	0.359	0.900	0.269	0.950
CDC25A	E2F1	9606.ENSP00000303706	9606.ENSP00000345571	0	0	0	0	0.346	0	0.900	0.547	0.967
CDC25A	MYC	9606.ENSP00000303706	9606.ENSP00000479618	0	0	0	0	0.119	0.078	0.900	0.670	0.969
CDKN2A	MAPK14	9606.ENSP00000418915	9606.ENSP00000229795	0	0	0	0	0	0.259	0.800	0.324	0.891
CDKN2A	MYCN	9606.ENSP00000418915	9606.ENSP00000281043	0	0	0	0	0	0.285	0	0.794	0.847
CDKN2A	TERT	9606.ENSP00000418915	9606.ENSP00000309572	0	0	0	0	0.062	0.129	0	0.752	0.779
CDKN2A	SMAD3	9606.ENSP00000418915	9606.ENSP00000332973	0	0	0	0	0	0.057	0.900	0.402	0.938
CDKN2A	KAT5	9606.ENSP00000418915	9606.ENSP00000340330	0	0	0	0	0	0.301	0	0.880	0.913
CDKN2A	HUWE1	9606.ENSP00000418915	9606.ENSP00000340648	0	0	0	0	0.052	0.755	0.900	0.515	0.987
CDKN2A	SMAD4	9606.ENSP00000418915	9606.ENSP00000341551	0	0	0	0	0	0.057	0.900	0.757	0.975
CDKN2A	E2F1	9606.ENSP00000418915	9606.ENSP00000345571	0	0	0	0	0.082	0.681	0.900	0.654	0.988
CDKN2A	MAX	9606.ENSP00000418915	9606.ENSP00000351490	0	0	0	0	0	0.057	0.900	0.164	0.914
CDKN2A	HDAC1	9606.ENSP00000418915	9606.ENSP00000362649	0	0	0	0	0.062	0.320	0.900	0.543	0.967
CDKN2A	RPL11	9606.ENSP00000418915	9606.ENSP00000363676	0	0	0	0	0	0.494	0	0.819	0.904
CDKN2A	MYC	9606.ENSP00000418915	9606.ENSP00000479618	0	0	0	0	0	0.880	0.900	0.931	0.999
CHD8	MGA	9606.ENSP00000382863	9606.ENSP00000219905	0	0	0	0	0.073	0.148	0.900	0.108	0.920
CHD8	EP300	9606.ENSP00000382863	9606.ENSP00000263253	0	0	0	0	0.571	0.171	0	0.227	0.701
CHD8	HCFC1	9606.ENSP00000382863	9606.ENSP00000309555	0	0	0	0	0.165	0	0.900	0.382	0.944
CHD8	TAF7	9606.ENSP00000382863	9606.ENSP00000312709	0	0	0	0	0.091	0	0.900	0.061	0.907
CHD8	RUVBL1	9606.ENSP00000382863	9606.ENSP00000318297	0	0	0	0	0.062	0.243	0.900	0.426	0.953
CHD8	WDR5	9606.ENSP00000382863	9606.ENSP00000351446	0	0	0	0	0.131	0.867	0.900	0.505	0.993
CHD8	MAX	9606.ENSP00000382863	9606.ENSP00000351490	0	0	0	0	0.082	0.067	0.900	0	0.906
CHD8	RNF2	9606.ENSP00000382863	9606.ENSP00000356480	0	0	0	0	0.062	0.103	0.900	0.172	0.921
CHD8	AK6	9606.ENSP00000382863	9606.ENSP00000370193	0	0	0	0	0.270	0.071	0.900	0.059	0.927
CHD8	E2F6	9606.ENSP00000382863	9606.ENSP00000370936	0	0	0	0	0.083	0.115	0.900	0	0.911
CHD8	MYC	9606.ENSP00000382863	9606.ENSP00000479618	0	0	0	0	0	0.151	0	0.692	0.728
CHD8	RUVBL2	9606.ENSP00000382863	9606.ENSP00000473172	0	0	0	0	0.063	0.243	0.900	0.168	0.933
CHD8	TAF1	9606.ENSP00000382863	9606.ENSP00000406549	0	0	0	0	0.194	0.368	0.900	0.145	0.950
CREBBP	KAT2A	9606.ENSP00000262367	9606.ENSP00000225916	0	0	0	0	0.062	0.302	0.800	0.820	0.973
CREBBP	MAPK14	9606.ENSP00000262367	9606.ENSP00000229795	0	0	0	0	0	0.114	0.900	0.347	0.937
CREBBP	TRRAP	9606.ENSP00000262367	9606.ENSP00000352925	0	0	0	0	0.095	0.390	0	0.557	0.734
CREBBP	EP400	9606.ENSP00000262367	9606.ENSP00000374213	0	0	0	0	0.211	0.171	0	0.629	0.737
CREBBP	E2F1	9606.ENSP00000262367	9606.ENSP00000345571	0	0	0	0	0.062	0.566	0	0.414	0.740
CREBBP	FBXW7	9606.ENSP00000262367	9606.ENSP00000281708	0	0	0	0	0.076	0	0.650	0.405	0.790
CREBBP	SIN3B	9606.ENSP00000262367	9606.ENSP00000369131	0	0	0	0	0.147	0.233	0.650	0.192	0.790
CREBBP	KAT5	9606.ENSP00000262367	9606.ENSP00000340330	0	0	0	0	0.085	0.378	0	0.732	0.834
CREBBP	WDR5	9606.ENSP00000262367	9606.ENSP00000351446	0	0	0	0	0.086	0.347	0.600	0.421	0.843
CREBBP	SIN3A	9606.ENSP00000262367	9606.ENSP00000378402	0	0	0	0	0.207	0.389	0.650	0.479	0.899
CREBBP	MAX	9606.ENSP00000262367	9606.ENSP00000351490	0	0	0	0	0.089	0.102	0.900	0.117	0.918
CREBBP	SKP2	9606.ENSP00000262367	9606.ENSP00000274255	0	0	0	0	0	0	0.900	0.289	0.925
CREBBP	HDAC2	9606.ENSP00000262367	9606.ENSP00000430432	0	0	0	0	0.071	0.580	0.900	0.660	0.984
CREBBP	HDAC1	9606.ENSP00000262367	9606.ENSP00000362649	0	0	0	0	0.130	0.580	0.900	0.693	0.987
CREBBP	MYC	9606.ENSP00000262367	9606.ENSP00000479618	0	0	0	0	0.062	0.687	0.900	0.744	0.991
CREBBP	SMAD4	9606.ENSP00000262367	9606.ENSP00000341551	0	0	0	0	0.069	0.498	0.900	0.853	0.992
CREBBP	EP300	9606.ENSP00000262367	9606.ENSP00000263253	0	0	0	0.957	0.835	0.805	0.900	0.989	0.996
CREBBP	SMAD3	9606.ENSP00000262367	9606.ENSP00000332973	0	0	0	0	0.055	0.885	0.900	0.975	0.999
DNMT3A	ACTL6A	9606.ENSP00000264709	9606.ENSP00000397552	0	0	0	0	0	0	0.650	0.204	0.709
DNMT3A	HDAC2	9606.ENSP00000264709	9606.ENSP00000430432	0	0	0	0	0.063	0.058	0	0.776	0.785
DNMT3A	MAX	9606.ENSP00000264709	9606.ENSP00000351490	0	0	0	0	0.055	0.056	0.900	0.134	0.912
DNMT3A	RNF2	9606.ENSP00000264709	9606.ENSP00000356480	0	0	0	0	0	0	0.900	0.343	0.931
DNMT3A	ZBTB17	9606.ENSP00000264709	9606.ENSP00000364885	0	0	0	0	0	0.494	0.900	0.671	0.981
DNMT3A	HDAC1	9606.ENSP00000264709	9606.ENSP00000362649	0	0	0	0	0.062	0.495	0	0.988	0.993
DNMT3A	MYC	9606.ENSP00000264709	9606.ENSP00000479618	0	0	0	0	0	0.499	0.900	0.968	0.998
E2F1	L3MBTL2	9606.ENSP00000345571	9606.ENSP00000216237	0	0	0	0	0.049	0.133	0.900	0.057	0.911
E2F1	MGA	9606.ENSP00000345571	9606.ENSP00000219905	0	0	0	0	0	0.206	0.900	0.104	0.922
E2F1	KAT2A	9606.ENSP00000345571	9606.ENSP00000225916	0	0	0	0	0.096	0.718	0	0.550	0.875
E2F1	CREBBP	9606.ENSP00000345571	9606.ENSP00000262367	0	0	0	0	0.062	0.566	0	0.414	0.740
E2F1	EP300	9606.ENSP00000345571	9606.ENSP00000263253	0	0	0	0	0.062	0.856	0	0.509	0.928
E2F1	SKP2	9606.ENSP00000345571	9606.ENSP00000274255	0	0	0	0	0.102	0.877	0	0.635	0.956
E2F1	CDC25A	9606.ENSP00000345571	9606.ENSP00000303706	0	0	0	0	0.346	0	0.900	0.547	0.967
E2F1	KAT5	9606.ENSP00000345571	9606.ENSP00000340330	0	0	0	0	0.062	0.282	0	0.695	0.777
E2F1	TRRAP	9606.ENSP00000345571	9606.ENSP00000352925	0	0	0	0	0.101	0.693	0	0.181	0.755
E2F1	PCGF6	9606.ENSP00000345571	9606.ENSP00000358862	0	0	0	0	0	0.066	0.900	0	0.902
E2F1	RNF2	9606.ENSP00000345571	9606.ENSP00000356480	0	0	0	0	0.049	0.056	0.900	0.122	0.910
E2F1	E2F6	9606.ENSP00000345571	9606.ENSP00000370936	0	0	0	0.829	0	0.213	0.900	0.681	0.927
E2F1	MAX	9606.ENSP00000345571	9606.ENSP00000351490	0	0	0	0	0	0	0.900	0.359	0.933
E2F1	MYC	9606.ENSP00000345571	9606.ENSP00000479618	0	0	0	0	0.088	0	0.900	0.707	0.971
E2F1	CDKN2A	9606.ENSP00000345571	9606.ENSP00000418915	0	0	0	0	0.082	0.681	0.900	0.654	0.988
E2F1	HDAC1	9606.ENSP00000345571	9606.ENSP00000362649	0	0	0	0	0.112	0.773	0.900	0.670	0.992
E2F6	L3MBTL2	9606.ENSP00000370936	9606.ENSP00000216237	0	0	0	0	0.049	0.882	0.800	0.737	0.993
E2F6	MGA	9606.ENSP00000370936	9606.ENSP00000219905	0	0	0	0	0	0.881	0.900	0.321	0.991
E2F6	HCFC1	9606.ENSP00000370936	9606.ENSP00000309555	0	0	0	0	0.079	0	0.900	0.225	0.922
E2F6	TAF7	9606.ENSP00000370936	9606.ENSP00000312709	0	0	0	0	0.062	0	0.900	0.121	0.910
E2F6	RUVBL1	9606.ENSP00000370936	9606.ENSP00000318297	0	0	0	0	0.065	0	0.900	0.070	0.905
E2F6	E2F1	9606.ENSP00000370936	9606.ENSP00000345571	0	0	0	0.829	0	0.213	0.900	0.681	0.927
E2F6	WDR5	9606.ENSP00000370936	9606.ENSP00000351446	0	0	0	0	0.062	0.774	0.900	0.465	0.987
E2F6	MAX	9606.ENSP00000370936	9606.ENSP00000351490	0	0	0	0	0	0.433	0.900	0.292	0.956
E2F6	RNF2	9606.ENSP00000370936	9606.ENSP00000356480	0	0	0	0	0.049	0.879	0.900	0.851	0.998
E2F6	PCGF6	9606.ENSP00000370936	9606.ENSP00000358862	0	0	0	0	0	0.876	0.800	0.633	0.990
E2F6	AK6	9606.ENSP00000370936	9606.ENSP00000370193	0	0	0	0	0.062	0	0.900	0	0.902
E2F6	RUVBL2	9606.ENSP00000370936	9606.ENSP00000473172	0	0	0	0	0.088	0	0.900	0.093	0.910
E2F6	CHD8	9606.ENSP00000370936	9606.ENSP00000382863	0	0	0	0	0.083	0.115	0.900	0	0.911
E2F6	TAF1	9606.ENSP00000370936	9606.ENSP00000406549	0	0	0	0	0.084	0	0.900	0.404	0.940
EP300	KAT2A	9606.ENSP00000263253	9606.ENSP00000225916	0	0	0	0	0.062	0.302	0.800	0.889	0.983
EP300	MAPK14	9606.ENSP00000263253	9606.ENSP00000229795	0	0	0	0	0	0.525	0.900	0.323	0.965
EP300	CREBBP	9606.ENSP00000263253	9606.ENSP00000262367	0	0	0	0.957	0.835	0.805	0.900	0.989	0.996
EP300	CHD8	9606.ENSP00000263253	9606.ENSP00000382863	0	0	0	0	0.571	0.171	0	0.227	0.701
EP300	TRRAP	9606.ENSP00000263253	9606.ENSP00000352925	0	0	0	0	0.123	0.264	0	0.607	0.725
EP300	SIN3A	9606.ENSP00000263253	9606.ENSP00000378402	0	0	0	0	0.078	0.369	0	0.585	0.737
EP300	FBXW7	9606.ENSP00000263253	9606.ENSP00000281708	0	0	0	0	0.076	0	0.650	0.469	0.813
EP300	EP400	9606.ENSP00000263253	9606.ENSP00000374213	0	0	0	0	0.529	0.171	0	0.566	0.816
EP300	CDC25A	9606.ENSP00000263253	9606.ENSP00000303706	0	0	0	0	0.049	0	0.900	0.240	0.921
EP300	E2F1	9606.ENSP00000263253	9606.ENSP00000345571	0	0	0	0	0.062	0.856	0	0.509	0.928
EP300	WDR5	9606.ENSP00000263253	9606.ENSP00000351446	0	0	0	0	0	0.220	0.600	0.829	0.942
EP300	RBBP7	9606.ENSP00000263253	9606.ENSP00000369424	0	0	0	0	0.062	0.231	0.900	0.303	0.943
EP300	KAT5	9606.ENSP00000263253	9606.ENSP00000340330	0	0	0	0	0.085	0.378	0.300	0.876	0.944
EP300	TAF1	9606.ENSP00000263253	9606.ENSP00000406549	0	0	0	0.538	0.093	0.183	0.900	0.710	0.945
EP300	MAX	9606.ENSP00000263253	9606.ENSP00000351490	0	0	0	0	0.062	0.695	0.900	0.300	0.977
EP300	ZBTB17	9606.ENSP00000263253	9606.ENSP00000364885	0	0	0	0	0	0.706	0.900	0.725	0.991
EP300	SKP2	9606.ENSP00000263253	9606.ENSP00000274255	0	0	0	0	0	0.675	0.900	0.836	0.994
EP300	HDAC2	9606.ENSP00000263253	9606.ENSP00000430432	0	0	0	0	0.064	0.289	0.900	0.955	0.996
EP300	HDAC1	9606.ENSP00000263253	9606.ENSP00000362649	0	0	0	0	0.064	0.900	0.900	0.983	0.999
EP300	SMAD3	9606.ENSP00000263253	9606.ENSP00000332973	0	0	0	0	0.049	0.944	0.900	0.989	0.999
EP300	MYC	9606.ENSP00000263253	9606.ENSP00000479618	0	0	0	0	0.062	0.780	0.900	0.987	0.999
EP300	SMAD4	9606.ENSP00000263253	9606.ENSP00000341551	0	0	0	0	0.062	0.882	0.900	0.987	0.999
EP400	KAT2A	9606.ENSP00000374213	9606.ENSP00000225916	0	0	0	0	0.165	0.171	0.720	0.603	0.913
EP400	CREBBP	9606.ENSP00000374213	9606.ENSP00000262367	0	0	0	0	0.211	0.171	0	0.629	0.737
EP400	EP300	9606.ENSP00000374213	9606.ENSP00000263253	0	0	0	0	0.529	0.171	0	0.566	0.816
EP400	RUVBL1	9606.ENSP00000374213	9606.ENSP00000318297	0	0	0	0	0.063	0.964	0.900	0.749	0.999
EP400	KAT5	9606.ENSP00000374213	9606.ENSP00000340330	0	0	0	0	0.073	0.949	0.900	0.993	0.999
EP400	WDR5	9606.ENSP00000374213	9606.ENSP00000351446	0	0	0	0	0.086	0.349	0.720	0.277	0.863
EP400	MAX	9606.ENSP00000374213	9606.ENSP00000351490	0	0	0	0	0.056	0.856	0	0.444	0.918
EP400	TRRAP	9606.ENSP00000374213	9606.ENSP00000352925	0	0	0	0	0.451	0.947	0.900	0.988	0.999
EP400	HDAC1	9606.ENSP00000374213	9606.ENSP00000362649	0	0	0	0	0.063	0.722	0	0.334	0.811
EP400	HDAC2	9606.ENSP00000374213	9606.ENSP00000430432	0	0	0	0	0.063	0.741	0	0.283	0.811
EP400	MYC	9606.ENSP00000374213	9606.ENSP00000479618	0	0	0	0	0	0.741	0	0.623	0.898
EP400	ACTL6A	9606.ENSP00000374213	9606.ENSP00000397552	0	0	0	0	0.063	0.937	0.900	0.617	0.997
EP400	RUVBL2	9606.ENSP00000374213	9606.ENSP00000473172	0	0	0	0	0.066	0.964	0.900	0.901	0.999
FBXW7	KAT2A	9606.ENSP00000281708	9606.ENSP00000225916	0	0	0	0	0.085	0	0.650	0.185	0.716
FBXW7	CREBBP	9606.ENSP00000281708	9606.ENSP00000262367	0	0	0	0	0.076	0	0.650	0.405	0.790
FBXW7	EP300	9606.ENSP00000281708	9606.ENSP00000263253	0	0	0	0	0.076	0	0.650	0.469	0.813
FBXW7	SKP2	9606.ENSP00000281708	9606.ENSP00000274255	0	0	0	0	0.062	0	0.800	0.865	0.972
FBXW7	MYCN	9606.ENSP00000281708	9606.ENSP00000281043	0	0	0	0	0	0.518	0	0.703	0.851
FBXW7	MAX	9606.ENSP00000281708	9606.ENSP00000351490	0	0	0	0	0	0.376	0.900	0.137	0.941
FBXW7	MYC	9606.ENSP00000281708	9606.ENSP00000479618	0	0	0	0	0	0.927	0.900	0.975	0.999
HBP1	MAPK14	9606.ENSP00000222574	9606.ENSP00000229795	0	0	0	0	0	0.143	0.900	0.054	0.911
HBP1	MAX	9606.ENSP00000222574	9606.ENSP00000351490	0	0	0	0	0.063	0.076	0.900	0.138	0.915
HBP1	MYC	9606.ENSP00000222574	9606.ENSP00000479618	0	0	0	0	0.063	0.296	0.900	0.218	0.941
HBP1	SIN3A	9606.ENSP00000222574	9606.ENSP00000378402	0	0	0	0	0.062	0.936	0	0.145	0.944
HCFC1	MGA	9606.ENSP00000309555	9606.ENSP00000219905	0	0	0	0	0	0.070	0.900	0	0.903
HCFC1	TAF7	9606.ENSP00000309555	9606.ENSP00000312709	0	0	0	0	0	0	0.900	0	0.900
HCFC1	RUVBL1	9606.ENSP00000309555	9606.ENSP00000318297	0	0	0	0	0.067	0	0.900	0.096	0.908
HCFC1	TAF1	9606.ENSP00000309555	9606.ENSP00000406549	0	0	0	0	0.066	0	0.900	0.123	0.911
HCFC1	RUVBL2	9606.ENSP00000309555	9606.ENSP00000473172	0	0	0	0	0.089	0	0.900	0.112	0.912
HCFC1	MAX	9606.ENSP00000309555	9606.ENSP00000351490	0	0	0	0	0.061	0.128	0.900	0.101	0.916
HCFC1	E2F6	9606.ENSP00000309555	9606.ENSP00000370936	0	0	0	0	0.079	0	0.900	0.225	0.922
HCFC1	AK6	9606.ENSP00000309555	9606.ENSP00000370193	0	0	0	0	0.142	0.213	0.900	0	0.926
HCFC1	RNF2	9606.ENSP00000309555	9606.ENSP00000356480	0	0	0	0	0	0	0.900	0.327	0.929
HCFC1	CHD8	9606.ENSP00000309555	9606.ENSP00000382863	0	0	0	0	0.165	0	0.900	0.382	0.944
HCFC1	SIN3A	9606.ENSP00000309555	9606.ENSP00000378402	0	0	0	0	0.196	0.714	0	0.780	0.945
HCFC1	WDR5	9606.ENSP00000309555	9606.ENSP00000351446	0	0	0	0	0.160	0.968	0.900	0.983	0.999
HDAC1	KAT2A	9606.ENSP00000362649	9606.ENSP00000225916	0	0	0	0	0.095	0.289	0.650	0.825	0.955
HDAC1	CREBBP	9606.ENSP00000362649	9606.ENSP00000262367	0	0	0	0	0.130	0.580	0.900	0.693	0.987
HDAC1	EP300	9606.ENSP00000362649	9606.ENSP00000263253	0	0	0	0	0.064	0.900	0.900	0.983	0.999
HDAC1	MXD1	9606.ENSP00000362649	9606.ENSP00000264444	0	0	0	0	0	0.281	0.900	0.207	0.938
HDAC1	DNMT3A	9606.ENSP00000362649	9606.ENSP00000264709	0	0	0	0	0.062	0.495	0	0.988	0.993
HDAC1	MYCN	9606.ENSP00000362649	9606.ENSP00000281043	0	0	0	0	0	0.486	0	0.925	0.959
HDAC1	TERT	9606.ENSP00000362649	9606.ENSP00000309572	0	0	0	0	0.066	0	0.900	0.437	0.942
HDAC1	RUVBL1	9606.ENSP00000362649	9606.ENSP00000318297	0	0	0	0	0.166	0.069	0.650	0.396	0.814
HDAC1	SMAD3	9606.ENSP00000362649	9606.ENSP00000332973	0	0	0	0	0.065	0.507	0.900	0.817	0.990
HDAC1	KAT5	9606.ENSP00000362649	9606.ENSP00000340330	0	0	0	0	0.065	0.777	0.900	0.903	0.997
HDAC1	SMAD4	9606.ENSP00000362649	9606.ENSP00000341551	0	0	0	0	0.065	0.501	0.900	0.909	0.995
HDAC1	E2F1	9606.ENSP00000362649	9606.ENSP00000345571	0	0	0	0	0.112	0.773	0.900	0.670	0.992
HDAC1	WDR5	9606.ENSP00000362649	9606.ENSP00000351446	0	0	0	0	0.225	0.699	0	0.830	0.957
HDAC1	MAX	9606.ENSP00000362649	9606.ENSP00000351490	0	0	0	0	0.048	0.056	0.900	0.155	0.913
HDAC1	TRRAP	9606.ENSP00000362649	9606.ENSP00000352925	0	0	0	0	0.073	0.104	0.900	0.416	0.945
HDAC1	RNF2	9606.ENSP00000362649	9606.ENSP00000356480	0	0	0	0	0.062	0.425	0.650	0.455	0.883
HDAC1	EP400	9606.ENSP00000362649	9606.ENSP00000374213	0	0	0	0	0.063	0.722	0	0.334	0.811
HDAC1	CDKN2A	9606.ENSP00000362649	9606.ENSP00000418915	0	0	0	0	0.062	0.320	0.900	0.543	0.967
HDAC1	MYC	9606.ENSP00000362649	9606.ENSP00000479618	0	0	0	0	0.077	0.772	0	0.960	0.991
HDAC1	RUVBL2	9606.ENSP00000362649	9606.ENSP00000473172	0	0	0	0	0.180	0.868	0	0.971	0.996
HDAC1	SAP18	9606.ENSP00000362649	9606.ENSP00000481842	0	0	0	0	0.164	0.426	0.900	0.969	0.998
HDAC1	SIN3A	9606.ENSP00000362649	9606.ENSP00000378402	0	0	0	0	0.248	0.994	0.900	0.993	0.999
HDAC1	RBBP7	9606.ENSP00000362649	9606.ENSP00000369424	0	0	0	0	0.517	0.973	0.900	0.991	0.999
HDAC1	SIN3B	9606.ENSP00000362649	9606.ENSP00000369131	0	0	0	0	0.122	0.960	0.900	0.982	0.999
HDAC1	HDAC2	9606.ENSP00000362649	9606.ENSP00000430432	0	0	0.449	0.983	0.111	0.992	0.900	0.990	0.999
HDAC2	KAT2A	9606.ENSP00000430432	9606.ENSP00000225916	0	0	0	0	0.095	0.289	0.650	0.755	0.937
HDAC2	CREBBP	9606.ENSP00000430432	9606.ENSP00000262367	0	0	0	0	0.071	0.580	0.900	0.660	0.984
HDAC2	EP300	9606.ENSP00000430432	9606.ENSP00000263253	0	0	0	0	0.064	0.289	0.900	0.955	0.996
HDAC2	MXD1	9606.ENSP00000430432	9606.ENSP00000264444	0	0	0	0	0	0.494	0.900	0.188	0.955
HDAC2	DNMT3A	9606.ENSP00000430432	9606.ENSP00000264709	0	0	0	0	0.063	0.058	0	0.776	0.785
HDAC2	MYCN	9606.ENSP00000430432	9606.ENSP00000281043	0	0	0	0	0	0.486	0	0.885	0.938
HDAC2	SMAD3	9606.ENSP00000430432	9606.ENSP00000332973	0	0	0	0	0.062	0.056	0.900	0.490	0.948
HDAC2	KAT5	9606.ENSP00000430432	9606.ENSP00000340330	0	0	0	0	0.065	0.604	0	0.771	0.908
HDAC2	SMAD4	9606.ENSP00000430432	9606.ENSP00000341551	0	0	0	0	0.097	0.098	0.900	0.315	0.936
HDAC2	MAX	9606.ENSP00000430432	9606.ENSP00000351490	0	0	0	0	0.045	0.141	0.900	0.088	0.915
HDAC2	RNF2	9606.ENSP00000430432	9606.ENSP00000356480	0	0	0	0	0.063	0.373	0.900	0.376	0.958
HDAC2	PCGF6	9606.ENSP00000430432	9606.ENSP00000358862	0	0	0	0	0.063	0.457	0.900	0.108	0.948
HDAC2	HDAC1	9606.ENSP00000430432	9606.ENSP00000362649	0	0	0.449	0.983	0.111	0.992	0.900	0.990	0.999
HDAC2	SIN3B	9606.ENSP00000430432	9606.ENSP00000369131	0	0	0	0	0.078	0.877	0.900	0.890	0.998
HDAC2	RBBP7	9606.ENSP00000430432	9606.ENSP00000369424	0	0	0	0	0.357	0.973	0.900	0.992	0.999
HDAC2	EP400	9606.ENSP00000430432	9606.ENSP00000374213	0	0	0	0	0.063	0.741	0	0.283	0.811
HDAC2	SIN3A	9606.ENSP00000430432	9606.ENSP00000378402	0	0	0	0	0.092	0.969	0.900	0.993	0.999
HDAC2	ACTL6A	9606.ENSP00000430432	9606.ENSP00000397552	0	0	0	0	0.349	0.346	0	0.352	0.700
HDAC2	MYC	9606.ENSP00000430432	9606.ENSP00000479618	0	0	0	0	0	0.462	0	0.570	0.759
HDAC2	SAP18	9606.ENSP00000430432	9606.ENSP00000481842	0	0	0	0	0.130	0.246	0.900	0.596	0.970
HUWE1	TRRAP	9606.ENSP00000340648	9606.ENSP00000352925	0	0	0	0	0.855	0.133	0	0.201	0.891
HUWE1	MAX	9606.ENSP00000340648	9606.ENSP00000351490	0	0	0	0	0	0.104	0.900	0.067	0.909
HUWE1	MYC	9606.ENSP00000340648	9606.ENSP00000479618	0	0	0	0	0	0.747	0.900	0.459	0.985
HUWE1	CDKN2A	9606.ENSP00000340648	9606.ENSP00000418915	0	0	0	0	0.052	0.755	0.900	0.515	0.987
KAT2A	FBXW7	9606.ENSP00000225916	9606.ENSP00000281708	0	0	0	0	0.085	0	0.650	0.185	0.716
KAT2A	RUVBL1	9606.ENSP00000225916	9606.ENSP00000318297	0	0	0	0	0.064	0.161	0.720	0.444	0.861
KAT2A	RUVBL2	9606.ENSP00000225916	9606.ENSP00000473172	0	0	0	0	0.083	0.161	0.720	0.449	0.865
KAT2A	ACTL6A	9606.ENSP00000225916	9606.ENSP00000397552	0	0	0	0	0.062	0.361	0.720	0.333	0.873
