#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDKN2A	CCND1	9606.ENSP00000418915	9606.ENSP00000227507	0	0	0	0	0.062	0.850	0.900	0.847	0.997
CDKN2A	NOTCH1	9606.ENSP00000418915	9606.ENSP00000277541	0	0	0	0	0.052	0.108	0	0.681	0.706
CDKN2A	EZH2	9606.ENSP00000418915	9606.ENSP00000320147	0	0	0	0	0.049	0.093	0	0.705	0.723
CDKN2A	SP1	9606.ENSP00000418915	9606.ENSP00000329357	0	0	0	0	0.049	0.298	0	0.643	0.741
CDKN2A	SMAD3	9606.ENSP00000418915	9606.ENSP00000332973	0	0	0	0	0	0.057	0.900	0.402	0.938
CDKN2A	HSP90AA1	9606.ENSP00000418915	9606.ENSP00000335153	0	0	0	0	0	0.128	0	0.680	0.710
CDKN2A	KAT5	9606.ENSP00000418915	9606.ENSP00000340330	0	0	0	0	0	0.301	0	0.880	0.913
CDKN2A	HUWE1	9606.ENSP00000418915	9606.ENSP00000340648	0	0	0	0	0.052	0.755	0.900	0.515	0.987
CDKN2A	CTNNB1	9606.ENSP00000418915	9606.ENSP00000344456	0	0	0	0	0.048	0.056	0.650	0.701	0.893
CDKN2A	MAX	9606.ENSP00000418915	9606.ENSP00000351490	0	0	0	0	0	0.057	0.900	0.164	0.914
CDKN2A	HDAC1	9606.ENSP00000418915	9606.ENSP00000362649	0	0	0	0	0.062	0.320	0.900	0.543	0.967
CDKN2A	RPL11	9606.ENSP00000418915	9606.ENSP00000363676	0	0	0	0	0	0.494	0	0.819	0.904
CDKN2A	RELA	9606.ENSP00000418915	9606.ENSP00000384273	0	0	0	0	0	0.292	0	0.664	0.752
CDKN2A	BRCA1	9606.ENSP00000418915	9606.ENSP00000418960	0	0	0	0	0	0.270	0	0.718	0.785
CDKN2A	AKT1	9606.ENSP00000418915	9606.ENSP00000451828	0	0	0	0	0.062	0.255	0	0.805	0.852
CDKN2A	HIF1A	9606.ENSP00000418915	9606.ENSP00000437955	0	0	0	0	0	0.443	0.900	0.827	0.989
CDKN2A	MYC	9606.ENSP00000418915	9606.ENSP00000479618	0	0	0	0	0	0.880	0.900	0.931	0.999
CREBBP	KAT2A	9606.ENSP00000262367	9606.ENSP00000225916	0	0	0	0	0.062	0.302	0.800	0.820	0.973
CREBBP	CCND1	9606.ENSP00000262367	9606.ENSP00000227507	0	0	0	0	0.062	0.270	0.900	0.588	0.968
CREBBP	SMAD2	9606.ENSP00000262367	9606.ENSP00000262160	0	0	0	0	0.049	0.887	0.900	0.830	0.997
CREBBP	YY1	9606.ENSP00000262367	9606.ENSP00000262238	0	0	0	0	0.137	0.334	0.900	0.809	0.987
CREBBP	TRRAP	9606.ENSP00000262367	9606.ENSP00000352925	0	0	0	0	0.095	0.390	0	0.557	0.734
CREBBP	FBXW7	9606.ENSP00000262367	9606.ENSP00000281708	0	0	0	0	0.076	0	0.650	0.405	0.790
CREBBP	KAT5	9606.ENSP00000262367	9606.ENSP00000340330	0	0	0	0	0.085	0.378	0	0.732	0.834
CREBBP	WDR5	9606.ENSP00000262367	9606.ENSP00000351446	0	0	0	0	0.086	0.347	0.600	0.421	0.843
CREBBP	NOTCH1	9606.ENSP00000262367	9606.ENSP00000277541	0	0	0	0	0.087	0	0.600	0.646	0.859
CREBBP	FOS	9606.ENSP00000262367	9606.ENSP00000306245	0	0	0	0	0.049	0.711	0	0.601	0.881
CREBBP	MAX	9606.ENSP00000262367	9606.ENSP00000351490	0	0	0	0	0.089	0.102	0.900	0.117	0.918
CREBBP	SKP2	9606.ENSP00000262367	9606.ENSP00000274255	0	0	0	0	0	0	0.900	0.289	0.925
CREBBP	HDAC3	9606.ENSP00000262367	9606.ENSP00000302967	0	0	0	0	0.071	0.376	0.900	0.518	0.968
CREBBP	BRCA1	9606.ENSP00000262367	9606.ENSP00000418960	0	0	0	0	0	0.871	0	0.772	0.969
CREBBP	SP1	9606.ENSP00000262367	9606.ENSP00000329357	0	0	0	0	0.085	0.735	0.800	0.522	0.973
CREBBP	AKT1	9606.ENSP00000262367	9606.ENSP00000451828	0	0	0	0	0	0.528	0.900	0.576	0.978
CREBBP	FOXO3	9606.ENSP00000262367	9606.ENSP00000385824	0	0	0	0	0.065	0.822	0.600	0.742	0.980
CREBBP	HDAC1	9606.ENSP00000262367	9606.ENSP00000362649	0	0	0	0	0.130	0.580	0.900	0.693	0.987
CREBBP	MYC	9606.ENSP00000262367	9606.ENSP00000479618	0	0	0	0	0.062	0.687	0.900	0.744	0.991
CREBBP	STAT3	9606.ENSP00000262367	9606.ENSP00000264657	0	0	0	0	0.062	0.683	0.900	0.871	0.995
CREBBP	EP300	9606.ENSP00000262367	9606.ENSP00000263253	0	0	0	0.957	0.835	0.805	0.900	0.989	0.996
CREBBP	JUN	9606.ENSP00000262367	9606.ENSP00000360266	0	0	0	0	0	0.887	0.900	0.876	0.998
CREBBP	HIF1A	9606.ENSP00000262367	9606.ENSP00000437955	0	0	0	0	0.053	0.993	0.900	0.992	0.999
CREBBP	SMAD3	9606.ENSP00000262367	9606.ENSP00000332973	0	0	0	0	0.055	0.885	0.900	0.975	0.999
CREBBP	CTNNB1	9606.ENSP00000262367	9606.ENSP00000344456	0	0	0	0	0.062	0.917	0.900	0.994	0.999
CREBBP	RELA	9606.ENSP00000262367	9606.ENSP00000384273	0	0	0	0	0.109	0.923	0.900	0.985	0.999
CREBBP	KAT2B	9606.ENSP00000262367	9606.ENSP00000263754	0	0	0	0	0.062	0.885	0.900	0.936	0.999
CTNNB1	KAT2A	9606.ENSP00000344456	9606.ENSP00000225916	0	0	0	0	0.066	0.526	0	0.396	0.709
CTNNB1	CCND1	9606.ENSP00000344456	9606.ENSP00000227507	0	0	0	0	0.082	0.470	0.900	0.886	0.993
CTNNB1	NANOG	9606.ENSP00000344456	9606.ENSP00000229307	0	0	0	0	0	0.182	0	0.830	0.856
CTNNB1	SMAD2	9606.ENSP00000344456	9606.ENSP00000262160	0	0	0	0	0.065	0.729	0	0.989	0.997
CTNNB1	AXIN1	9606.ENSP00000344456	9606.ENSP00000262320	0	0	0	0	0.062	0.994	0.900	0.994	0.999
CTNNB1	CREBBP	9606.ENSP00000344456	9606.ENSP00000262367	0	0	0	0	0.062	0.917	0.900	0.994	0.999
CTNNB1	EP300	9606.ENSP00000344456	9606.ENSP00000263253	0	0	0	0	0.054	0.930	0.900	0.994	0.999
CTNNB1	STAT3	9606.ENSP00000344456	9606.ENSP00000264657	0	0	0	0	0	0	0	0.812	0.812
CTNNB1	SKP2	9606.ENSP00000344456	9606.ENSP00000274255	0	0	0	0	0	0	0	0.769	0.769
CTNNB1	NOTCH1	9606.ENSP00000344456	9606.ENSP00000277541	0	0	0	0	0.054	0.400	0.900	0.971	0.998
CTNNB1	FBXW7	9606.ENSP00000344456	9606.ENSP00000281708	0	0	0	0	0	0.270	0	0.692	0.765
CTNNB1	FOS	9606.ENSP00000344456	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.928	0.992
CTNNB1	RUVBL1	9606.ENSP00000344456	9606.ENSP00000318297	0	0	0	0	0.082	0.843	0.800	0.985	0.999
CTNNB1	EZH2	9606.ENSP00000344456	9606.ENSP00000320147	0	0	0	0	0.062	0.679	0	0.949	0.983
CTNNB1	SOX2	9606.ENSP00000344456	9606.ENSP00000323588	0	0	0	0	0	0.501	0.600	0.982	0.996
CTNNB1	GSK3B	9606.ENSP00000344456	9606.ENSP00000324806	0	0	0	0	0	0.968	0.900	0.993	0.999
CTNNB1	SP1	9606.ENSP00000344456	9606.ENSP00000329357	0	0	0	0	0	0.496	0	0.580	0.779
CTNNB1	SMAD3	9606.ENSP00000344456	9606.ENSP00000332973	0	0	0	0	0.064	0.836	0	0.989	0.998
CTNNB1	KAT5	9606.ENSP00000344456	9606.ENSP00000340330	0	0	0	0	0.062	0.057	0.900	0.515	0.951
CTNNB1	HUWE1	9606.ENSP00000344456	9606.ENSP00000340648	0	0	0	0	0.046	0.694	0	0.268	0.767
CTNNB1	ACTL6A	9606.ENSP00000344456	9606.ENSP00000397552	0	0	0	0	0.069	0.123	0	0.713	0.746
CTNNB1	TJP2	9606.ENSP00000344456	9606.ENSP00000438262	0	0	0	0	0.062	0	0	0.811	0.815
CTNNB1	CDKN2A	9606.ENSP00000344456	9606.ENSP00000418915	0	0	0	0	0.048	0.056	0.650	0.701	0.893
CTNNB1	RELA	9606.ENSP00000344456	9606.ENSP00000384273	0	0	0	0	0	0.592	0	0.816	0.922
CTNNB1	TRRAP	9606.ENSP00000344456	9606.ENSP00000352925	0	0	0	0	0.062	0.680	0.900	0.446	0.981
CTNNB1	MYC	9606.ENSP00000344456	9606.ENSP00000479618	0	0	0	0	0	0.507	0.900	0.888	0.994
CTNNB1	AKT1	9606.ENSP00000344456	9606.ENSP00000451828	0	0	0	0	0.083	0.541	0.900	0.919	0.996
CTNNB1	HIF1A	9606.ENSP00000344456	9606.ENSP00000437955	0	0	0	0	0.079	0.753	0	0.991	0.997
CTNNB1	JUN	9606.ENSP00000344456	9606.ENSP00000360266	0	0	0	0	0	0.182	0.900	0.989	0.999
CTNNB1	FOXO3	9606.ENSP00000344456	9606.ENSP00000385824	0	0	0	0	0	0.589	0.900	0.992	0.999
CTNNB1	HDAC1	9606.ENSP00000344456	9606.ENSP00000362649	0	0	0	0	0.144	0.880	0.900	0.933	0.999
CTNNB1	RUVBL2	9606.ENSP00000344456	9606.ENSP00000473172	0	0	0	0	0.097	0.843	0.900	0.988	0.999
DNMT3A	CCND1	9606.ENSP00000264709	9606.ENSP00000227507	0	0	0	0	0	0	0.650	0.405	0.782
DNMT3A	ACTL6A	9606.ENSP00000264709	9606.ENSP00000397552	0	0	0	0	0	0	0.650	0.204	0.709
DNMT3A	MAX	9606.ENSP00000264709	9606.ENSP00000351490	0	0	0	0	0.055	0.056	0.900	0.134	0.912
DNMT3A	ZBTB17	9606.ENSP00000264709	9606.ENSP00000364885	0	0	0	0	0	0.494	0.900	0.671	0.981
DNMT3A	HDAC1	9606.ENSP00000264709	9606.ENSP00000362649	0	0	0	0	0.062	0.495	0	0.988	0.993
DNMT3A	EZH2	9606.ENSP00000264709	9606.ENSP00000320147	0	0	0	0	0	0.501	0.600	0.988	0.997
DNMT3A	MYC	9606.ENSP00000264709	9606.ENSP00000479618	0	0	0	0	0	0.499	0.900	0.968	0.998
EP300	MAPK1	9606.ENSP00000263253	9606.ENSP00000215832	0	0	0	0	0	0.526	0	0.421	0.713
EP300	KAT2A	9606.ENSP00000263253	9606.ENSP00000225916	0	0	0	0	0.062	0.302	0.800	0.889	0.983
EP300	CCND1	9606.ENSP00000263253	9606.ENSP00000227507	0	0	0	0	0.062	0.835	0.900	0.754	0.995
EP300	SMAD2	9606.ENSP00000263253	9606.ENSP00000262160	0	0	0	0	0.049	0.786	0.900	0.972	0.999
EP300	YY1	9606.ENSP00000263253	9606.ENSP00000262238	0	0	0	0	0.065	0.884	0.900	0.984	0.999
EP300	CREBBP	9606.ENSP00000263253	9606.ENSP00000262367	0	0	0	0.957	0.835	0.805	0.900	0.989	0.996
EP300	TRRAP	9606.ENSP00000263253	9606.ENSP00000352925	0	0	0	0	0.123	0.264	0	0.607	0.725
EP300	SOX2	9606.ENSP00000263253	9606.ENSP00000323588	0	0	0	0	0.101	0.302	0	0.634	0.750
EP300	FBXW7	9606.ENSP00000263253	9606.ENSP00000281708	0	0	0	0	0.076	0	0.650	0.469	0.813
EP300	WDR5	9606.ENSP00000263253	9606.ENSP00000351446	0	0	0	0	0	0.220	0.600	0.829	0.942
EP300	KAT5	9606.ENSP00000263253	9606.ENSP00000340330	0	0	0	0	0.085	0.378	0.300	0.876	0.944
EP300	MAX	9606.ENSP00000263253	9606.ENSP00000351490	0	0	0	0	0.062	0.695	0.900	0.300	0.977
EP300	EZH2	9606.ENSP00000263253	9606.ENSP00000320147	0	0	0	0	0.064	0.378	0.900	0.728	0.982
EP300	BRCA1	9606.ENSP00000263253	9606.ENSP00000418960	0	0	0	0	0	0.753	0	0.941	0.984
EP300	HDAC3	9606.ENSP00000263253	9606.ENSP00000302967	0	0	0	0	0.064	0.722	0.900	0.619	0.988
EP300	ZBTB17	9606.ENSP00000263253	9606.ENSP00000364885	0	0	0	0	0	0.706	0.900	0.725	0.991
EP300	SKP2	9606.ENSP00000263253	9606.ENSP00000274255	0	0	0	0	0	0.675	0.900	0.836	0.994
EP300	FOXO3	9606.ENSP00000263253	9606.ENSP00000385824	0	0	0	0	0.086	0.764	0.900	0.871	0.996
EP300	NOTCH1	9606.ENSP00000263253	9606.ENSP00000277541	0	0	0	0	0.062	0.678	0.900	0.912	0.997
EP300	FOS	9606.ENSP00000263253	9606.ENSP00000306245	0	0	0	0	0.049	0.849	0.900	0.895	0.998
EP300	AKT1	9606.ENSP00000263253	9606.ENSP00000451828	0	0	0	0	0	0.885	0.900	0.903	0.998
EP300	KAT2B	9606.ENSP00000263253	9606.ENSP00000263754	0	0	0	0	0.062	0.883	0.900	0.987	0.999
EP300	HDAC1	9606.ENSP00000263253	9606.ENSP00000362649	0	0	0	0	0.064	0.900	0.900	0.983	0.999
EP300	CTNNB1	9606.ENSP00000263253	9606.ENSP00000344456	0	0	0	0	0.054	0.930	0.900	0.994	0.999
EP300	RELA	9606.ENSP00000263253	9606.ENSP00000384273	0	0	0	0	0	0.922	0.900	0.988	0.999
EP300	JUN	9606.ENSP00000263253	9606.ENSP00000360266	0	0	0	0	0	0.910	0.900	0.922	0.999
EP300	SMAD3	9606.ENSP00000263253	9606.ENSP00000332973	0	0	0	0	0.049	0.944	0.900	0.989	0.999
EP300	MYC	9606.ENSP00000263253	9606.ENSP00000479618	0	0	0	0	0.062	0.780	0.900	0.987	0.999
EP300	STAT3	9606.ENSP00000263253	9606.ENSP00000264657	0	0	0	0	0.062	0.872	0.900	0.989	0.999
EP300	SP1	9606.ENSP00000263253	9606.ENSP00000329357	0	0	0	0	0.125	0.916	0.900	0.974	0.999
EP300	HIF1A	9606.ENSP00000263253	9606.ENSP00000437955	0	0	0	0	0.053	0.998	0.900	0.993	0.999
EZH2	NANOG	9606.ENSP00000320147	9606.ENSP00000229307	0	0	0	0	0.088	0.182	0	0.686	0.746
EZH2	SMAD2	9606.ENSP00000320147	9606.ENSP00000262160	0	0	0	0	0	0.270	0	0.710	0.780
EZH2	YY1	9606.ENSP00000320147	9606.ENSP00000262238	0	0	0	0	0.052	0.598	0.900	0.991	0.999
EZH2	EP300	9606.ENSP00000320147	9606.ENSP00000263253	0	0	0	0	0.064	0.378	0.900	0.728	0.982
EZH2	STAT3	9606.ENSP00000320147	9606.ENSP00000264657	0	0	0	0	0	0.282	0	0.980	0.985
EZH2	DNMT3A	9606.ENSP00000320147	9606.ENSP00000264709	0	0	0	0	0	0.501	0.600	0.988	0.997
EZH2	HDAC3	9606.ENSP00000320147	9606.ENSP00000302967	0.044	0	0	0	0.062	0.661	0.600	0.849	0.978
EZH2	SOX2	9606.ENSP00000320147	9606.ENSP00000323588	0	0	0	0	0.068	0.059	0	0.705	0.719
EZH2	CDKN2A	9606.ENSP00000320147	9606.ENSP00000418915	0	0	0	0	0.049	0.093	0	0.705	0.723
EZH2	JUN	9606.ENSP00000320147	9606.ENSP00000360266	0	0	0	0	0	0	0.650	0.407	0.783
EZH2	AKT1	9606.ENSP00000320147	9606.ENSP00000451828	0	0	0	0	0	0.290	0	0.730	0.800
