#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DUSP1	JUN	9606.ENSP00000239223	9606.ENSP00000360266	0	0	0	0	0.407	0.145	0	0.694	0.831
DUSP1	CTNNB1	9606.ENSP00000239223	9606.ENSP00000344456	0	0	0	0	0.049	0.129	0	0.832	0.848
DUSP1	FOSB	9606.ENSP00000239223	9606.ENSP00000245919	0	0	0	0	0.676	0.139	0	0.539	0.860
DUSP1	FOS	9606.ENSP00000239223	9606.ENSP00000306245	0	0	0	0	0.872	0.139	0	0.686	0.962
DUSP1	MAPK8	9606.ENSP00000239223	9606.ENSP00000378974	0	0	0	0	0.062	0.365	0.900	0.626	0.974
DUSP1	MAPK3	9606.ENSP00000239223	9606.ENSP00000263025	0	0	0	0	0	0.829	0.900	0.682	0.994
EGF	CCND1	9606.ENSP00000265171	9606.ENSP00000227507	0	0	0	0	0	0	0	0.727	0.727
EGF	HBEGF	9606.ENSP00000265171	9606.ENSP00000230990	0	0	0	0	0	0	0.300	0.837	0.881
EGF	MAPK3	9606.ENSP00000265171	9606.ENSP00000263025	0	0	0	0	0	0	0	0.820	0.820
EGF	STAT3	9606.ENSP00000265171	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.786	0.977
EGF	JUN	9606.ENSP00000265171	9606.ENSP00000360266	0	0	0	0	0	0	0	0.701	0.701
EGF	MYC	9606.ENSP00000265171	9606.ENSP00000479618	0	0	0	0	0	0	0	0.755	0.755
EGF	IL6	9606.ENSP00000265171	9606.ENSP00000385675	0	0	0	0	0	0	0	0.763	0.763
EGF	ESR1	9606.ENSP00000265171	9606.ENSP00000405330	0	0	0	0	0	0.056	0	0.782	0.785
EGF	TNF	9606.ENSP00000265171	9606.ENSP00000398698	0	0	0	0	0	0.059	0	0.783	0.787
EGF	FOS	9606.ENSP00000265171	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.687	0.967
EGF	CTNNB1	9606.ENSP00000265171	9606.ENSP00000344456	0	0	0	0	0	0.116	0.900	0.782	0.979
EGF	EGFR	9606.ENSP00000265171	9606.ENSP00000275493	0	0	0	0	0.160	0.982	0.900	0.991	0.999
EGFR	MAPK1	9606.ENSP00000275493	9606.ENSP00000215832	0	0	0	0.577	0	0.440	0.900	0.832	0.962
EGFR	CCND1	9606.ENSP00000275493	9606.ENSP00000227507	0	0	0	0	0.200	0.109	0	0.825	0.864
EGFR	MAPK14	9606.ENSP00000275493	9606.ENSP00000229795	0	0	0	0.577	0	0.736	0	0.647	0.807
EGFR	HBEGF	9606.ENSP00000275493	9606.ENSP00000230990	0	0	0	0	0.062	0.874	0.900	0.989	0.999
EGFR	NR3C1	9606.ENSP00000275493	9606.ENSP00000231509	0	0	0	0	0	0.664	0	0.394	0.788
EGFR	MAPK3	9606.ENSP00000275493	9606.ENSP00000263025	0	0	0	0.580	0	0.413	0.900	0.859	0.960
EGFR	STAT3	9606.ENSP00000275493	9606.ENSP00000264657	0	0	0	0	0	0.931	0.900	0.989	0.999
EGFR	EGF	9606.ENSP00000275493	9606.ENSP00000265171	0	0	0	0	0.160	0.982	0.900	0.991	0.999
EGFR	TNF	9606.ENSP00000275493	9606.ENSP00000398698	0	0	0	0	0.063	0	0	0.704	0.712
EGFR	MAPK8	9606.ENSP00000275493	9606.ENSP00000378974	0	0	0	0.563	0	0.642	0	0.591	0.731
EGFR	ESR2	9606.ENSP00000275493	9606.ENSP00000343925	0	0	0	0	0	0.316	0	0.663	0.759
EGFR	JUN	9606.ENSP00000275493	9606.ENSP00000360266	0	0	0	0	0.060	0.139	0	0.732	0.764
EGFR	MYC	9606.ENSP00000275493	9606.ENSP00000479618	0	0	0	0	0	0	0	0.812	0.812
EGFR	NOTCH1	9606.ENSP00000275493	9606.ENSP00000277541	0	0	0	0	0	0.229	0	0.793	0.834
EGFR	IL6	9606.ENSP00000275493	9606.ENSP00000385675	0	0	0	0	0	0	0.600	0.683	0.867
EGFR	HIF1A	9606.ENSP00000275493	9606.ENSP00000437955	0	0	0	0	0	0	0.900	0.776	0.976
EGFR	FOS	9606.ENSP00000275493	9606.ENSP00000306245	0	0	0	0	0	0.406	0.900	0.655	0.977
EGFR	ESR1	9606.ENSP00000275493	9606.ENSP00000405330	0	0	0	0	0	0.696	0	0.988	0.996
EGFR	STAT5A	9606.ENSP00000275493	9606.ENSP00000341208	0	0	0	0	0.049	0.881	0.800	0.938	0.998
EGFR	STAT5B	9606.ENSP00000275493	9606.ENSP00000293328	0	0	0	0	0.049	0.768	0.800	0.966	0.998
EGFR	CTNNB1	9606.ENSP00000275493	9606.ENSP00000344456	0	0	0	0	0.062	0.789	0.900	0.990	0.999
EGR1	MAPK1	9606.ENSP00000239938	9606.ENSP00000215832	0	0	0	0	0	0.133	0.900	0.440	0.947
EGR1	NR3C1	9606.ENSP00000239938	9606.ENSP00000231509	0	0	0	0	0	0.161	0	0.821	0.843
EGR1	DUSP1	9606.ENSP00000239938	9606.ENSP00000239223	0	0	0	0	0.298	0.067	0	0.653	0.753
EGR1	MYC	9606.ENSP00000239938	9606.ENSP00000479618	0	0	0	0	0.063	0.058	0	0.734	0.746
EGR1	ATF2	9606.ENSP00000239938	9606.ENSP00000264110	0	0	0	0	0	0.345	0.650	0.324	0.831
EGR1	PPARG	9606.ENSP00000239938	9606.ENSP00000287820	0	0	0	0	0	0.076	0.650	0.604	0.860
EGR1	NFATC2	9606.ENSP00000239938	9606.ENSP00000379330	0	0	0	0	0	0.299	0.900	0.336	0.949
EGR1	JUND	9606.ENSP00000239938	9606.ENSP00000252818	0	0	0	0	0.065	0.700	0.650	0.638	0.959
EGR1	SRF	9606.ENSP00000239938	9606.ENSP00000265354	0	0	0	0	0.049	0.066	0.900	0.611	0.960
EGR1	ARC	9606.ENSP00000239938	9606.ENSP00000349022	0	0	0	0	0.064	0	0.900	0.655	0.964
EGR1	MAPK3	9606.ENSP00000239938	9606.ENSP00000263025	0	0	0	0	0	0.133	0.900	0.637	0.965
EGR1	JUN	9606.ENSP00000239938	9606.ENSP00000360266	0	0	0	0	0.305	0.262	0.650	0.851	0.969
EGR1	CREB1	9606.ENSP00000239938	9606.ENSP00000387699	0	0	0	0	0.055	0.062	0.900	0.726	0.972
EGR1	NFATC1	9606.ENSP00000239938	9606.ENSP00000389377	0	0	0	0	0	0.281	0.900	0.684	0.975
EGR1	FOSB	9606.ENSP00000239938	9606.ENSP00000245919	0	0	0	0	0.753	0.062	0.650	0.777	0.979
EGR1	EP300	9606.ENSP00000239938	9606.ENSP00000263253	0	0	0	0	0.062	0.849	0.650	0.680	0.982
EGR1	JUNB	9606.ENSP00000239938	9606.ENSP00000303315	0	0	0	0	0.705	0.700	0.650	0.517	0.983
EGR1	FOS	9606.ENSP00000239938	9606.ENSP00000306245	0	0	0	0	0.961	0.062	0.650	0.948	0.999
EP300	MAPK1	9606.ENSP00000263253	9606.ENSP00000215832	0	0	0	0	0	0.526	0	0.421	0.713
EP300	CCND1	9606.ENSP00000263253	9606.ENSP00000227507	0	0	0	0	0.062	0.835	0.900	0.754	0.995
EP300	MAPK14	9606.ENSP00000263253	9606.ENSP00000229795	0	0	0	0	0	0.525	0.900	0.323	0.965
EP300	NR3C1	9606.ENSP00000263253	9606.ENSP00000231509	0	0	0	0	0.062	0.695	0.900	0.908	0.997
EP300	EGR1	9606.ENSP00000263253	9606.ENSP00000239938	0	0	0	0	0.062	0.849	0.650	0.680	0.982
EP300	JUND	9606.ENSP00000263253	9606.ENSP00000252818	0	0	0	0	0	0.718	0.900	0.597	0.987
EP300	MAPK3	9606.ENSP00000263253	9606.ENSP00000263025	0	0	0	0	0	0.114	0	0.690	0.714
EP300	NFATC1	9606.ENSP00000263253	9606.ENSP00000389377	0	0	0	0	0	0.615	0	0.468	0.787
EP300	ESR2	9606.ENSP00000263253	9606.ENSP00000343925	0	0	0	0	0	0.673	0	0.502	0.830
EP300	ETS2	9606.ENSP00000263253	9606.ENSP00000353344	0	0	0	0	0	0.735	0	0.701	0.917
EP300	MAPK8	9606.ENSP00000263253	9606.ENSP00000378974	0	0	0	0	0.062	0.270	0.900	0.343	0.949
EP300	TNF	9606.ENSP00000263253	9606.ENSP00000398698	0	0	0	0	0	0.270	0.900	0.583	0.967
EP300	NFATC2	9606.ENSP00000263253	9606.ENSP00000379330	0	0	0	0	0.062	0.429	0.900	0.471	0.967
EP300	JUNB	9606.ENSP00000263253	9606.ENSP00000303315	0	0	0	0	0	0.718	0.900	0.329	0.979
EP300	STAT5B	9606.ENSP00000263253	9606.ENSP00000293328	0	0	0	0	0.062	0.225	0.900	0.757	0.980
EP300	ATF2	9606.ENSP00000263253	9606.ENSP00000264110	0	0	0	0	0.063	0.500	0.900	0.683	0.983
EP300	ETS1	9606.ENSP00000263253	9606.ENSP00000376436	0	0	0	0	0	0.510	0	0.974	0.987
EP300	TCF7L2	9606.ENSP00000263253	9606.ENSP00000358404	0	0	0	0	0.099	0.658	0.900	0.729	0.990
EP300	ZEB1	9606.ENSP00000263253	9606.ENSP00000354487	0	0	0	0	0.049	0.595	0	0.978	0.990
EP300	CEBPA	9606.ENSP00000263253	9606.ENSP00000427514	0	0	0	0	0.062	0.302	0.900	0.905	0.993
EP300	STAT5A	9606.ENSP00000263253	9606.ENSP00000341208	0	0	0	0	0.062	0.746	0.900	0.803	0.994
EP300	RUNX2	9606.ENSP00000263253	9606.ENSP00000360493	0	0	0	0	0.062	0.867	0	0.978	0.997
EP300	NOTCH1	9606.ENSP00000263253	9606.ENSP00000277541	0	0	0	0	0.062	0.678	0.900	0.912	0.997
EP300	FOS	9606.ENSP00000263253	9606.ENSP00000306245	0	0	0	0	0.049	0.849	0.900	0.895	0.998
EP300	NCOA1	9606.ENSP00000263253	9606.ENSP00000385216	0	0	0	0	0.062	0.779	0.900	0.962	0.999
EP300	CTNNB1	9606.ENSP00000263253	9606.ENSP00000344456	0	0	0	0	0.054	0.930	0.900	0.994	0.999
EP300	CREB1	9606.ENSP00000263253	9606.ENSP00000387699	0	0	0	0	0.062	0.889	0.900	0.991	0.999
EP300	RELA	9606.ENSP00000263253	9606.ENSP00000384273	0	0	0	0	0	0.922	0.900	0.988	0.999
